36.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
14:48:13.0 (61941756)|VARIABLE_ASSIGNMENT|[10]|this.Name|"test5"|0x6fc81170
14:48:13.0 (61954499)|VARIABLE_ASSIGNMENT|[10]|this.Job_Category__c|"Junior"|0x6fc81170
14:48:13.0 (61966398)|VARIABLE_ASSIGNMENT|[10]|this.Location__c|"India"|0x6fc81170
14:48:13.0 (61977147)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:48:13.0 (61983421)|HEAP_ALLOCATE|[9]|Bytes:4
14:48:13.0 (61989428)|VARIABLE_ASSIGNMENT|[9]|i|6
14:48:13.0 (61994335)|STATEMENT_EXECUTE|[9]
14:48:13.0 (61995860)|STATEMENT_EXECUTE|[10]
14:48:13.0 (62005412)|HEAP_ALLOCATE|[10]|Bytes:4
14:48:13.0 (62027151)|VARIABLE_ASSIGNMENT|[10]|this.Employee__c|"003f400000KXyvPAAT"|0x767d6b35
14:48:13.0 (62040995)|HEAP_ALLOCATE|[10]|Bytes:1
14:48:13.0 (62050377)|HEAP_ALLOCATE|[10]|Bytes:5
14:48:13.0 (62062758)|VARIABLE_ASSIGNMENT|[10]|this.Name|"test6"|0x767d6b35
14:48:13.0 (62080259)|VARIABLE_ASSIGNMENT|[10]|this.Job_Category__c|"Junior"|0x767d6b35
14:48:13.0 (62092102)|VARIABLE_ASSIGNMENT|[10]|this.Location__c|"India"|0x767d6b35
14:48:13.0 (62103246)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:48:13.0 (62108924)|HEAP_ALLOCATE|[9]|Bytes:4
14:48:13.0 (62114979)|VARIABLE_ASSIGNMENT|[9]|i|7
14:48:13.0 (62119468)|STATEMENT_EXECUTE|[9]
14:48:13.0 (62120976)|STATEMENT_EXECUTE|[10]
14:48:13.0 (62130279)|HEAP_ALLOCATE|[10]|Bytes:4
14:48:13.0 (62153413)|VARIABLE_ASSIGNMENT|[10]|this.Employee__c|"003f400000KXyvPAAT"|0x1bc2d558
14:48:13.0 (62167778)|HEAP_ALLOCATE|[10]|Bytes:1
14:48:13.0 (62176987)|HEAP_ALLOCATE|[10]|Bytes:5
14:48:13.0 (62189727)|VARIABLE_ASSIGNMENT|[10]|this.Name|"test7"|0x1bc2d558
14:48:13.0 (62202264)|VARIABLE_ASSIGNMENT|[10]|this.Job_Category__c|"Junior"|0x1bc2d558
14:48:13.0 (62214614)|VARIABLE_ASSIGNMENT|[10]|this.Location__c|"India"|0x1bc2d558
14:48:13.0 (62225254)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:48:13.0 (62231202)|HEAP_ALLOCATE|[9]|Bytes:4
14:48:13.0 (62237313)|VARIABLE_ASSIGNMENT|[9]|i|8
14:48:13.0 (62241969)|STATEMENT_EXECUTE|[9]
14:48:13.0 (62243500)|STATEMENT_EXECUTE|[10]
14:48:13.0 (62253001)|HEAP_ALLOCATE|[10]|Bytes:4
14:48:13.0 (62273368)|VARIABLE_ASSIGNMENT|[10]|this.Employee__c|"003f400000KXyvPAAT"|0x533aedb6
14:48:13.0 (62287814)|HEAP_ALLOCATE|[10]|Bytes:1
14:48:13.0 (62297256)|HEAP_ALLOCATE|[10]|Bytes:5
14:48:13.0 (62310030)|VARIABLE_ASSIGNMENT|[10]|this.Name|"test8"|0x533aedb6
14:48:13.0 (62322974)|VARIABLE_ASSIGNMENT|[10]|this.Job_Category__c|"Junior"|0x533aedb6
14:48:13.0 (62334486)|VARIABLE_ASSIGNMENT|[10]|this.Location__c|"India"|0x533aedb6
14:48:13.0 (62345722)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:48:13.0 (62351528)|HEAP_ALLOCATE|[9]|Bytes:4
14:48:13.0 (62357366)|VARIABLE_ASSIGNMENT|[9]|i|9
14:48:13.0 (62361988)|STATEMENT_EXECUTE|[9]
14:48:13.0 (62363494)|STATEMENT_EXECUTE|[10]
14:48:13.0 (62372796)|HEAP_ALLOCATE|[10]|Bytes:4
14:48:13.0 (62392765)|VARIABLE_ASSIGNMENT|[10]|this.Employee__c|"003f400000KXyvPAAT"|0x7cd63530
14:48:13.0 (62406377)|HEAP_ALLOCATE|[10]|Bytes:1
14:48:13.0 (62416092)|HEAP_ALLOCATE|[10]|Bytes:5
14:48:13.0 (62428547)|VARIABLE_ASSIGNMENT|[10]|this.Name|"test9"|0x7cd63530
14:48:13.0 (62441348)|VARIABLE_ASSIGNMENT|[10]|this.Job_Category__c|"Junior"|0x7cd63530
14:48:13.0 (62453221)|VARIABLE_ASSIGNMENT|[10]|this.Location__c|"India"|0x7cd63530
14:48:13.0 (62463931)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:48:13.0 (62469979)|HEAP_ALLOCATE|[9]|Bytes:4
14:48:13.0 (62475794)|VARIABLE_ASSIGNMENT|[9]|i|10
14:48:13.0 (62482627)|STATEMENT_EXECUTE|[13]
14:48:13.0 (62533938)|DML_BEGIN|[13]|Op:Insert|Type:Compensation__c|Rows:10
14:48:13.0 (62578520)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:44
14:48:13.0 (68366800)|CODE_UNIT_STARTED|[EXTERNAL]|01qf4000000wGad|Compensation_submitted_trigger on Compensation trigger event BeforeInsert
14:48:13.0 (68422549)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:44
14:48:13.0 (68548321)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:48:13.0 (68563224)|VARIABLE_SCOPE_BEGIN|[1]|this|Compensation_submitted_trigger|true|false
14:48:13.0 (68614927)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x5573ea0f
14:48:13.0 (68674652)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:48:13.0 (68684058)|VARIABLE_SCOPE_BEGIN|[1]|this|Compensation_submitted_trigger|true|false
14:48:13.0 (68696686)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x5573ea0f
14:48:13.0 (68703514)|STATEMENT_EXECUTE|[1]
14:48:13.0 (68921054)|HEAP_ALLOCATE|[4]|Bytes:5
14:48:13.0 (68944074)|HEAP_ALLOCATE|[4]|Bytes:4
14:48:13.0 (68954292)|VARIABLE_SCOPE_BEGIN|[4]|comp|Compensation__c|true|false
14:48:13.0 (69242127)|VARIABLE_ASSIGNMENT|[4]|comp|{"Employee__c":"003f400000KXyvPAAT","IsDeleted":false,"OwnerId":"005f4000001iPIcAAM","Submitted__c":false,"RecordTypeId":"012f4000000xpkIAAQ","Location__c":"India","Status__c":"NOT SUBMITTED","Job_Category__c":"Junior","Name":"test0"}|0x420f6a8f
14:48:13.0 (69253890)|STATEMENT_EXECUTE|[4]
14:48:13.0 (69275738)|STATEMENT_EXECUTE|[5]
14:48:13.0 (69288003)|HEAP_ALLOCATE|[4]|Bytes:5
14:48:13.0 (69301286)|HEAP_ALLOCATE|[4]|Bytes:4
14:48:13.0 (69308080)|VARIABLE_SCOPE_BEGIN|[4]|comp|Compensation__c|true|false
14:48:13.0 (69464748)|VARIABLE_ASSIGNMENT|[4]|comp|{"Employee__c":"003f400000KXyvPAAT","IsDeleted":false,"OwnerId":"005f4000001iPIcAAM","Submitted__c":false,"RecordTypeId":"012f4000000xpkIAAQ","Location__c":"India","Status__c":"NOT SUBMITTED","Job_Category__c":"Junior","Name":"test1"}|0x2d8e02c
14:48:13.0 (69479582)|STATEMENT_EXECUTE|[4]
14:48:13.0 (69495463)|STATEMENT_EXECUTE|[5]
14:48:13.0 (69508048)|HEAP_ALLOCATE|[4]|Bytes:5
14:48:13.0 (69521885)|HEAP_ALLOCATE|[4]|Bytes:4
14:48:13.0 (69529085)|VARIABLE_SCOPE_BEGIN|[4]|comp|Compensation__c|true|false
14:48:13.0 (69676944)|VARIABLE_ASSIGNMENT|[4]|comp|{"Employee__c":"003f400000KXyvPAAT","IsDeleted":false,"OwnerId":"005f4000001iPIcAAM","Submitted__c":false,"RecordTypeId":"012f4000000xpkIAAQ","Location__c":"India","Status__c":"NOT SUBMITTED","Job_Category__c":"Junior","Name":"test2"}|0x41af1056
14:48:13.0 (69690680)|STATEMENT_EXECUTE|[4]
14:48:13.0 (69699913)|STATEMENT_EXECUTE|[5]
14:48:13.0 (69710175)|HEAP_ALLOCATE|[4]|Bytes:5
14:48:13.0 (69722010)|HEAP_ALLOCATE|[4]|Bytes:4
14:48:13.0 (69727817)|VARIABLE_SCOPE_BEGIN|[4]|comp|Compensation__c|true|false
14:48:13.0 (69839928)|VARIABLE_ASSIGNMENT|[4]|comp|{"Employee__c":"003f400000KXyvPAAT","IsDeleted":false,"OwnerId":"005f4000001iPIcAAM","Submitted__c":false,"RecordTypeId":"012f4000000xpkIAAQ","Location__c":"India","Status__c":"NOT SUBMITTED","Job_Category__c":"Junior","Name":"test3"}|0x7f279457
14:48:13.0 (69848335)|STATEMENT_EXECUTE|[4]
14:48:13.0 (69853780)|STATEMENT_EXECUTE|[5]
14:48:13.0 (69861518)|HEAP_ALLOCATE|[4]|Bytes:5
14:48:13.0 (69870953)|HEAP_ALLOCATE|[4]|Bytes:4
14:48:13.0 (69876464)|VARIABLE_SCOPE_BEGIN|[4]|comp|Compensation__c|true|false
14:48:13.0 (69982091)|VARIABLE_ASSIGNMENT|[4]|comp|{"Employee__c":"003f400000KXyvPAAT","IsDeleted":false,"OwnerId":"005f4000001iPIcAAM","Submitted__c":false,"RecordTypeId":"012f4000000xpkIAAQ","Location__c":"India","Status__c":"NOT SUBMITTED","Job_Category__c":"Junior","Name":"test4"}|0x4645c22e
14:48:13.0 (69989953)|STATEMENT_EXECUTE|[4]
14:48:13.0 (69995102)|STATEMENT_EXECUTE|[5]
14:48:13.0 (70002860)|HEAP_ALLOCATE|[4]|Bytes:5
14:48:13.0 (70013146)|HEAP_ALLOCATE|[4]|Bytes:4
14:48:13.0 (70018202)|VARIABLE_SCOPE_BEGIN|[4]|comp|Compensation__c|true|false
14:48:13.0 (70121690)|VARIABLE_ASSIGNMENT|[4]|comp|{"Employee__c":"003f400000KXyvPAAT","IsDeleted":false,"OwnerId":"005f4000001iPIcAAM","Submitted__c":false,"RecordTypeId":"012f4000000xpkIAAQ","Location__c":"India","Status__c":"NOT SUBMITTED","Job_Category__c":"Junior","Name":"test5"}|0x3d9834a
14:48:13.0 (70129776)|STATEMENT_EXECUTE|[4]
14:48:13.0 (70134420)|STATEMENT_EXECUTE|[5]
14:48:13.0 (70142009)|HEAP_ALLOCATE|[4]|Bytes:5
14:48:13.0 (70150700)|HEAP_ALLOCATE|[4]|Bytes:4
14:48:13.0 (70155490)|VARIABLE_SCOPE_BEGIN|[4]|comp|Compensation__c|true|false
14:48:13.0 (70257516)|VARIABLE_ASSIGNMENT|[4]|comp|{"Employee__c":"003f400000KXyvPAAT","IsDeleted":false,"OwnerId":"005f4000001iPIcAAM","Submitted__c":false,"RecordTypeId":"012f4000000xpkIAAQ","Location__c":"India","Status__c":"NOT SUBMITTED","Job_Category__c":"Junior","Name":"test6"}|0x3a4d1ec7
14:48:13.0 (70265738)|STATEMENT_EXECUTE|[4]
14:48:13.0 (70270125)|STATEMENT_EXECUTE|[5]
14:48:13.0 (70277671)|HEAP_ALLOCATE|[4]|Bytes:5
14:48:13.0 (70286996)|HEAP_ALLOCATE|[4]|Bytes:4
14:48:13.0 (70291865)|VARIABLE_SCOPE_BEGIN|[4]|comp|Compensation__c|true|false
14:48:13.0 (70424554)|VARIABLE_ASSIGNMENT|[4]|comp|{"Employee__c":"003f400000KXyvPAAT","IsDeleted":false,"OwnerId":"005f4000001iPIcAAM","Submitted__c":false,"RecordTypeId":"012f4000000xpkIAAQ","Location__c":"India","Status__c":"NOT SUBMITTED","Job_Category__c":"Junior","Name":"test7"}|0x790bb0f5
14:48:13.0 (70433240)|STATEMENT_EXECUTE|[4]
14:48:13.0 (70438555)|STATEMENT_EXECUTE|[5]
14:48:13.0 (70447026)|HEAP_ALLOCATE|[4]|Bytes:5
14:48:13.0 (70457147)|HEAP_ALLOCATE|[4]|Bytes:4
14:48:13.0 (70462808)|VARIABLE_SCOPE_BEGIN|[4]|comp|Compensation__c|true|false
14:48:13.0 (70577819)|VARIABLE_ASSIGNMENT|[4]|comp|{"Employee__c":"003f400000KXyvPAAT","IsDeleted":false,"OwnerId":"005f4000001iPIcAAM","Submitted__c":false,"RecordTypeId":"012f4000000xpkIAAQ","Location__c":"India","Status__c":"NOT SUBMITTED","Job_Category__c":"Junior","Name":"test8"}|0x11b74948
14:48:13.0 (70586898)|STATEMENT_EXECUTE|[4]
14:48:13.0 (70591591)|STATEMENT_EXECUTE|[5]
14:48:13.0 (70599265)|HEAP_ALLOCATE|[4]|Bytes:5
14:48:13.0 (70608095)|HEAP_ALLOCATE|[4]|Bytes:4
14:48:13.0 (70612931)|VARIABLE_SCOPE_BEGIN|[4]|comp|Compensation__c|true|false
14:48:13.0 (70717480)|VARIABLE_ASSIGNMENT|[4]|comp|{"Employee__c":"003f400000KXyvPAAT","IsDeleted":false,"OwnerId":"005f4000001iPIcAAM","Submitted__c":false,"RecordTypeId":"012f4000000xpkIAAQ","Location__c":"India","Status__c":"NOT SUBMITTED","Job_Category__c":"Junior","Name":"test9"}|0x5e3b5be7
14:48:13.0 (70725486)|STATEMENT_EXECUTE|[4]
14:48:13.0 (70729708)|STATEMENT_EXECUTE|[5]
14:48:13.0 (70736996)|HEAP_ALLOCATE|[4]|Bytes:5
14:48:13.0 (70747533)|VARIABLE_ASSIGNMENT|[4]|comp|null|
14:48:13.70 (70757699)|CUMULATIVE_LIMIT_USAGE
14:48:13.70 (70757699)|LIMIT_USAGE_FOR_NS|(default)|
  Number of SOQL queries: 0 out of 100
  Number of query rows: 0 out of 50000
  Number of SOSL queries: 0 out of 20
  Number of DML statements: 2 out of 150
  Number of DML rows: 11 out of 10000
  Maximum CPU time: 0 out of 10000
  Maximum heap size: 0 out of 6000000
  Number of callouts: 0 out of 100
  Number of Email Invocations: 0 out of 10
  Number of future calls: 0 out of 50
  Number of queueable jobs added to the queue: 0 out of 50
  Number of Mobile Apex push calls: 0 out of 10

14:48:13.70 (70757699)|CUMULATIVE_LIMIT_USAGE_END

14:48:13.0 (71720488)|CODE_UNIT_FINISHED|Compensation_submitted_trigger on Compensation trigger event BeforeInsert
14:48:13.0 (79286341)|CODE_UNIT_STARTED|[EXTERNAL]|Validation:Compensation:new
14:48:13.0 (79301910)|VALIDATION_RULE|03df4000000tLey|Job_Category_Other
14:48:13.0 (79448559)|VALIDATION_FORMULA|ISPICKVAL(Job_Category__c, 'Other')&&(ISBLANK(Other__c))|Job_Category__c=Junior , Other__c=null
14:48:13.0 (79456731)|VALIDATION_PASS
14:48:13.0 (79677058)|CODE_UNIT_FINISHED|Validation:Compensation:new
14:48:13.0 (80467191)|CODE_UNIT_STARTED|[EXTERNAL]|Validation:Compensation:new
14:48:13.0 (80476413)|VALIDATION_RULE|03df4000000tLey|Job_Category_Other
14:48:13.0 (80611948)|VALIDATION_FORMULA|ISPICKVAL(Job_Category__c, 'Other')&&(ISBLANK(Other__c))|Job_Category__c=Junior , Other__c=null
14:48:13.0 (80619475)|VALIDATION_PASS
14:48:13.0 (80759590)|CODE_UNIT_FINISHED|Validation:Compensation:new
14:48:13.0 (81458040)|CODE_UNIT_STARTED|[EXTERNAL]|Validation:Compensation:new
14:48:13.0 (81468811)|VALIDATION_RULE|03df4000000tLey|Job_Category_Other
14:48:13.0 (81608098)|VALIDATION_FORMULA|ISPICKVAL(Job_Category__c, 'Other')&&(ISBLANK(Other__c))|Job_Category__c=Junior , Other__c=null
14:48:13.0 (81615678)|VALIDATION_PASS
14:48:13.0 (81757597)|CODE_UNIT_FINISHED|Validation:Compensation:new
14:48:13.0 (82644692)|CODE_UNIT_STARTED|[EXTERNAL]|Validation:Compensation:new
14:48:13.0 (82654382)|VALIDATION_RULE|03df4000000tLey|Job_Category_Other
14:48:13.0 (83659697)|VALIDATION_FORMULA|ISPICKVAL(Job_Category__c, 'Other')&&(ISBLANK(Other__c))|Job_Category__c=Junior , Other__c=null
14:48:13.0 (83669438)|VALIDATION_PASS
14:48:13.0 (83828287)|CODE_UNIT_FINISHED|Validation:Compensation:new
14:48:13.0 (84550096)|CODE_UNIT_STARTED|[EXTERNAL]|Validation:Compensation:new
14:48:13.0 (84558299)|VALIDATION_RULE|03df4000000tLey|Job_Category_Other
14:48:13.0 (84684861)|VALIDATION_FORMULA|ISPICKVAL(Job_Category__c, 'Other')&&(ISBLANK(Other__c))|Job_Category__c=Junior , Other__c=null
14:48:13.0 (84692418)|VALIDATION_PASS
14:48:13.0 (84836388)|CODE_UNIT_FINISHED|Validation:Compensation:new
14:48:13.0 (85551615)|CODE_UNIT_STARTED|[EXTERNAL]|Validation:Compensation:new
14:48:13.0 (85568403)|VALIDATION_RULE|03df4000000tLey|Job_Category_Other
14:48:13.0 (85751419)|VALIDATION_FORMULA|ISPICKVAL(Job_Category__c, 'Other')&&(ISBLANK(Other__c))|Job_Category__c=Junior , Other__c=null
14:48:13.0 (85759606)|VALIDATION_PASS
